0,0,0,0,0,0,424606,424953,424706,424936,424552,424805,96,95,140,143,107,106,0.012255,0.02451
0,0,0,0,0,0,424886,424913,425204,424400,425130,425053,94,144,98,122,123,100,0.012365,0.02473
0,0,0,0,0,0,425030,424622,425286,424804,424735,424627,149,150,138,149,143,142,0.011025,0.02205
0,0,0,0,0,0,425127,425281,425089,425270,424798,425176,114,126,103,93,141,104,0.01043,0.02086
0,0,0,0,0,0,425010,424926,425462,425056,424882,425121,104,92,114,118,130,144,0.011025,0.02205
0,0,0,0,0,0,424375,424576,424508,424793,424815,424543,148,132,126,96,124,138,0.011795,0.02359
2280.05,3420.07,2850.06,4560.1,1140.02,1710.04,421620,422031,421559,421386,422085,421615,140,119,129,150,136,148,0.01126,0.02252
239079,358618,298849,478158,119539,179309,422015,422277,422340,422486,421770,422087,102,124,93,123,145,105,0.01175,0.0235
844341,1266510,1055430,1688680,422170,633256,422829,422591,423018,422575,422399,422918,97,144,150,132,142,107,0.010615,0.02123
1828190,2742290,2285240,3656380,914096,1371140,423400,422947,423602,423744,423023,423341,101,116,139,97,136,123,0.009105,0.01821
2419450,3629180,3024320,4838910,1209730,1814590,424088,424324,424576,424282,424114,423739,110,132,115,118,104,133,0.0114,0.0228
2706890,4060330,3383610,5413770,1353440,2030160,423698,423526,424153,423654,423358,423700,125,102,91,93,150,121,0.01124,0.02248
2532250,3798380,3165320,5064500,1266130,1899190,423650,423783,424002,423967,423668,423882,116,119,96,117,105,119,0.010525,0.02105
2084420,3126630,2605520,4168840,1042210,1563310,423798,424055,423587,423320,423403,423329,125,106,149,145,112,111,0.010515,0.02103
1224070,1836100,1530090,2448140,612035,918052,423687,424179,423724,423347,424029,423238,116,147,142,116,108,142,0.01078,0.02156
345643,518464,432054,691286,172821,259232,422890,422755,422904,423097,422758,422912,112,104,130,142,135,115,0.010745,0.02149
83115.6,124673,103894,166231,41557.8,62336.7,420880,420627,420483,421088,420804,420700,113,148,140,150,150,91,0.00885,0.0177
0,0,0,0,0,0,417880,418363,417794,417817,417707,417415,126,119,104,123,136,145,0.01013,0.02026
0,0,0,0,0,0,416397,416620,416474,416480,416611,416142,116,97,133,97,116,148,0.0147,0.0294
0,0,0,0,0,0,418345,418599,418722,418597,418422,417952,99,148,125,141,129,124,0.010335,0.02067
0,0,0,0,0,0,418916,419068,418856,419408,419288,418799,130,142,103,101,118,150,0.01027,0.02054
0,0,0,0,0,0,420282,419854,420512,420478,420541,420334,150,103,103,130,96,114,0.0114,0.0228
0,0,0,0,0,0,421769,421901,422139,421548,422106,421866,132,90,90,130,101,125,0.010945,0.02189
0,0,0,0,0,0,423679,424064,423895,423933,423879,423790,114,137,117,149,142,139,0.00914,0.01828
